SrNo,TITLE,CATEGORY,CITY,STATE,DATE,AMOUNT,MONTH,YEAR,DATE
669,Verification officer asked for bribe,Issue and Renewal of Passport,Kolkata,West Bengal,"June 12, 2019",3500,June,2019,June 12
670,Hoverboard Segway/Swegway Backpack Bag UK,Assessment,Adoni,Andhra Pradesh,"June 12, 2019",12000,June,2019,June 12
671,Team Associated RC10 GT & RC10 GT2 Supercharger at RBinnovations.com,Others,Adoni,Andhra Pradesh,"June 12, 2019",1200,June,2019,June 12
672,Post didn't deliver,Post and Parcel,Noida,Uttar Pradesh,"June 11, 2019",100,June,2019,June 11
673,Tt taking bribe 50 rs from each passenger and nearly 200 customer he has taken bribe infront of me,Ticket and Seat Related,Gaya,Bihar,"June 11, 2019",50,June,2019,June 11
674,Blueberry Pomegranate Cali Pods at Calivapepods.com,Others,Adra,West Bengal,"June 11, 2019",1200,June,2019,June 11
675,Ar 10 carbine buffer spring length,Others,Adityapur,Jharkhand,"June 11, 2019",1200,June,2019,June 11
676,Aluminum/Stainless Steel and Faux Leather Cigarette Case-Assorted Colors For Sale,Others,Adityapur,Jharkhand,"June 11, 2019",1200,June,2019,June 11
677,Taken for employment,Others,Bankura,West Bengal,"June 11, 2019",1100000,June,2019,June 11
678,Parking fine.,"Traffic Fines, Penalties, Rules",Nashik,Maharashtra,"June 10, 2019",300,June,2019,June 10
679,Bribe sought by local patwari,Caste Certificate,Bhiwani,Haryana,"June 10, 2019",1000,June,2019,June 10
680,PCC clearance,Autorickshaws,Pimpri-Chinchwad,Maharashtra,"June  9, 2019",400,June,2019,June  9
681,Meter seal,Change of Tariff in Domestic to Commercial,New Delhi,Delhi,"June  9, 2019",1000,June,2019,June  9
682,Corruption and behavior again defence person,Autorickshaws,Pratapgarh,Tripura,"June  9, 2019",500,June,2019,June  9
683,Regarding bribe and corrupted policemen dial 100,"Traffic Fines, Penalties, Rules",Noida,Uttar Pradesh,"June  9, 2019",210,June,2019,June  9
684,HUDA and Gurgaon mcd is most corrupt,Land Registration,Gurgaon,Haryana,"June  8, 2019",15000,June,2019,June  8
685,Bribe for better marks in college practicals,School or College Related,Lucknow,Uttar Pradesh,"June  8, 2019",25000,June,2019,June  8
686,I paid bribe for getting job in RRB,Railway Services,Gulbarga,Karnataka,"June  7, 2019",200000,June,2019,June  7
687,Not giving new water connection with taking bribe,Bill Payment,Latur,Maharashtra,"June  6, 2019",500,June,2019,June  6
688,Againest flat purchase by ida,,Indore,Madhya Pradesh,"June  6, 2019",25000,June,2019,June  6
689,Bribe for doing right,Building and Housing,Bhilai,Chhattisgarh,"June  6, 2019",2000,June,2019,June  6
690,Senior Labour Inspector & Conciliation Officer,Employee Grievances,Balrampur,Uttar Pradesh,"June  6, 2019",3000,June,2019,June  6
691,I paid bribe for Passport verification,Police Verification for Passport,Chennai,Tamil Nadu,"June  5, 2019",100,June,2019,June  5
692,Revolution - The Great American Electric Cigarette Rolling Machine,Others,Adilabad,Telangana,"June  5, 2019",1200,June,2019,June  5
693,Cali Pods Pink Lemonade Compatible with JUUL at Calivapepods.com,Others,Ambedkar Nagar,Uttar Pradesh,"June  4, 2019",12000,June,2019,June  4
694,Paid for getting EC changed after Loan closure,Certificates,Bangalore,Karnataka,"June  4, 2019",425,June,2019,June  4
695,"Hoverboards Warranty, Electric Scooters Warranty, Electric Skateboards Warranty at Smartboardsuk.com",Others,Adari,Uttar Pradesh,"June  4, 2019",1200,June,2019,June  4
696,Nitrous System Spare Parts at RBinnovations.com,Service Tax,Adilabad,Telangana,"June  4, 2019",1000,June,2019,June  4
697,My aunt giving bribe for his job in SBI clerk position,Loan Sanctioning,Pune,Maharashtra,"June  4, 2019",500000,June,2019,June  4
698,AR15 Complete Carbine Stock Lower Parts Kit or LPK â AR15handguard.com,Others,Adityapur,Jharkhand,"June  3, 2019",2000,June,2019,June  3
699,Talathi demand 17000 bribe for registered partition deed,Land Registration,Ahmadnagar,Maharashtra,"June  2, 2019",6000,June,2019,June  2
700,Procedure to Submit an Application for Driving Licence Online:,Driving and Transport Business,Mumbai,Maharashtra,"June  2, 2019",500,June,2019,June  2
701,Procedure to Submit an Application for Driving Licence Online,Driving Licenses and Tests,New Delhi,Delhi,"June  2, 2019",500,June,2019,June  2
702,"Paid Bribe to ITO Ward 2(3), Kota - Murari Lal Meena",Filing Tax Returns,Kota,Rajasthan,"June  1, 2019",125000,June,2019,June  1
703,Bribe paid for lost phone.,Autorickshaws,Bangalore,Karnataka,"June  1, 2019",10000,June,2019,June  1
704,Money asked for processing,Certificates,Salem,Tamil Nadu,"June  1, 2019",100,June,2019,June  1
705,Corrupt pramod,Filing Tax Returns,Jodhpur,Rajasthan,"May 31, 2019",200000,May,2019,May 31
706,Bribe asked in labour office,Registrations and Licenses,Davanagere,Karnataka,"May 31, 2019",6000,May,2019,May 31
707,Tnpds officer asking money to do duty,Policies and Procedures,Chennai,Tamil Nadu,"May 31, 2019",1000,May,2019,May 31
708,Extra document,Policies and Procedures,Pune,Maharashtra,"May 31, 2019",1000,May,2019,May 31
709,ROC KOLKATA,Contract Work,Kolkata,West Bengal,"May 30, 2019",35000,May,2019,May 30
710,No parking fake fine,"Traffic Fines, Penalties, Rules",Kalyan,Maharashtra,"May 30, 2019",300,May,2019,May 30
711,Bank mistake neft transfer another a/c,Loan Sanctioning,Azamgarh,Uttar Pradesh,"May 30, 2019",91000,May,2019,May 30
712,Asked for bribe besides having records maintained,Employee State Insurance,Chennai,Tamil Nadu,"May 29, 2019",40000,May,2019,May 29
713,Foreigner,Autorickshaws,Lucknow,Uttar Pradesh,"May 29, 2019",250,May,2019,May 29
714,"Delicious Pods, Salt Nicotine and Juul Compatible Pods",Others,Adari,Uttar Pradesh,"May 28, 2019",1200,May,2019,May 28
715,Bribe was included as a standard fee,Marriage Certificate and Registration,Sirsi,Uttar Pradesh,"May 28, 2019",200,May,2019,May 28
716,Classic Hoverboard Swegway Red,Others,Adityapur,Jharkhand,"May 28, 2019",1200,May,2019,May 28
717,Pull Start Filter System 5B/T â Rbinnovations.com,Others,Adari,Uttar Pradesh,"May 28, 2019",1200,May,2019,May 28
718,Fees for getting marriage certificate,Marriage Certificate and Registration,Gooty,Andhra Pradesh,"May 27, 2019",2500,May,2019,May 27
719,Slim AR15 MLOK Handguard One Piece Free Float,Others,Adoni,Andhra Pradesh,"May 27, 2019",1200,May,2019,May 27
720,Natural Glass Tumblers from Oaxaca (Medium) â Hardworkingproducts.com,Others,New Delhi,Delhi,"May 27, 2019",12000,May,2019,May 27
721,Bribe Paid to BBMP for Getting Occupancy Certificate in Bangalore,Building Construction Approval,Bangalore,Karnataka,"May 27, 2019",20000,May,2019,May 27
722,The amount was taken and they was a scheme where govt. Job was promised against the money.,Government Personnel,Lucknow,Uttar Pradesh,"May 26, 2019",600000,May,2019,May 26
723,Bribe for cylinder delivery,LPG Gas Cylinder,Allahabad,Uttar Pradesh,"May 26, 2019",50,May,2019,May 26
724,Threatened to take the money,"Fines, Penalties and Rules",Hyderabad,Telangana,"May 26, 2019",360,May,2019,May 26
725,RTA Corruption,Number Plates and Vehicle Registration,Hyderabad,Telangana,"May 26, 2019",2500,May,2019,May 26
726,Changing the name in rtc,Migration Certificate,Bangalore,Karnataka,"May 25, 2019",40000,May,2019,May 25
727,Towed vehicle under false pretence,Driving and Transport Business,Bangalore,Karnataka,"May 24, 2019",600,May,2019,May 24
728,"Cali Pods Distributors â Sea Pods, Plus Pods - Eon Smoke & Eon Pods",Others,Adoni,Andhra Pradesh,"May 24, 2019",1200,May,2019,May 24
729,"Cali Disposables Pods, Disposable Vape & Disposable E-Cigarettes at Calivapepods.com",Others,New Delhi,Delhi,"May 24, 2019",1200,May,2019,May 24
730,Cali Vape Pods âGet Juul Compatible Pods at Calivapepods.com,Others,New Delhi,Delhi,"May 24, 2019",2000,May,2019,May 24
731,Bribe to give car paper and driving licence back,"Traffic Fines, Penalties, Rules",Ahmedabad,Gujarat,"May 24, 2019",500,May,2019,May 24
732,Paid bribe for passport verification,Autorickshaws,Bangalore,Karnataka,"May 23, 2019",500,May,2019,May 23
733,Khata certificate & khata extract,Certificates,Bangalore,Karnataka,"May 23, 2019",2000,May,2019,May 23
734,Mere pass es electric scooty h..m use lekr ja rha thha rste me police ne ruka li..helmet lincience k,Autorickshaws,New Delhi,Delhi,"May 23, 2019",100,May,2019,May 23
735,Handcrafted Stemless Wine Glasses from Oaxaca at Hardworkingproducts.com,Others,Adari,Uttar Pradesh,"May 22, 2019",1200,May,2019,May 22
736,Ofna Racing and Parts at RBinnovations.com,Others,Adityapur,Jharkhand,"May 22, 2019",1200,May,2019,May 22
737,Just paid 10000 RS to a government employee to correct his own error which he did last month on my w,Bills and Payment,New Delhi,Delhi,"May 21, 2019",10000,May,2019,May 21
738,Mount Rail AR15 Handguard,Others,New Delhi,Delhi,"May 20, 2019",2200,May,2019,May 20
739,Drifting Hoverkart Gokart Attachment Buggy UK,Change of Tariff in Domestic to Commercial,Adityapur,Jharkhand,"May 20, 2019",2200,May,2019,May 20
740,Drive with other state vehicle,Registrations and Licenses,Mumbai,Maharashtra,"May 20, 2019",500,May,2019,May 20
741,Prabandhak of school is demanding bribe under of donation to college,School or College Related,Ghazipur,Uttar Pradesh,"May 18, 2019",20000,May,2019,May 18
742,ADJUDICATION FEES,Encumbrance Certificate,Mumbai,Maharashtra,"May 18, 2019",2185000,May,2019,May 18
743,Asking for bribe for Khata Transfer,Khata,Bangalore,Karnataka,"May 18, 2019",5000,May,2019,May 18
744,"Mr Pathan, traffic Cop extracted 4000/- from me.","Traffic Fines, Penalties, Rules",Pune,Maharashtra,"May 18, 2019",4000,May,2019,May 18
745,I paid a bribe after the completion of  the driving tests.....,Driving Licenses and Tests,Adilabad,Telangana,"May 17, 2019",600,May,2019,May 17
746,To get NOC from town corporation,Others,Mysore,Karnataka,"May 17, 2019",1000,May,2019,May 17
747,Introduction To Traxxas Nitro Cars and Trucks,Bills and Payment,Adari,Uttar Pradesh,"May 17, 2019",200,May,2019,May 17
748,Health and Fire License,Registrations and Licenses,Mumbai,Maharashtra,"May 15, 2019",300000,May,2019,May 15
749,Marriage registrar office at Ghaziabad openly takes bribe of 300 from everyone.,Certificates,Ghaziabad,Uttar Pradesh,"May 15, 2019",300,May,2019,May 15
750,N. A. Land mutation documents,Building Construction Approval,Gulbarga,Karnataka,"May 15, 2019",5500,May,2019,May 15
751,Police acting as rowdies,"Traffic Fines, Penalties, Rules",Krishnagiri,Tamil Nadu,"May 14, 2019",100,May,2019,May 14
752,Cyclone Cold Air Intake System â Rbinnovations.com,Others,Adityapur,Jharkhand,"May 14, 2019",5500,May,2019,May 14
753,Bribe to process khata,Building and Housing,Bangalore,Karnataka,"May 14, 2019",140000,May,2019,May 14
754,Transcript certification,College Leaving Certificate,Hyderabad,Telangana,"May 13, 2019",1000,May,2019,May 13
755,Milspec Barrel Nut w/Steel Jam Nut Ring for AR15 Free Float Handguard 223/556 â AR15handguard.com,Others,Adilabad,Telangana,"May 13, 2019",500,May,2019,May 13
756,Marriage certificate related,Certificates,Katni,Madhya Pradesh,"May 13, 2019",100000,May,2019,May 13
757,Buy Handcrafted Mexican Glass and Hand Blown Large Tumbler Glasses at Hardworkingproducts.com,Others,Adityapur,Jharkhand,"May 13, 2019",3000,May,2019,May 13
758,Replacement Velcro Straps for Hoverkart / Hovercart at Smartboardsuk.com,Others,Adoni,Andhra Pradesh,"May 13, 2019",2200,May,2019,May 13
759,Trade License Officer at KMC ( Kolkata Munical Corporation ) at Gariahat Office,Registrations and Licenses,Kolkata,West Bengal,"May 12, 2019",2000,May,2019,May 12
760,Paid Rs 100 to Chowki Police today,Verification and Certificates,Bangalore,Karnataka,"May 11, 2019",100,May,2019,May 11
761,There is a patwari in our vilage taking bribe,Land Related,Bulandshahr,Uttar Pradesh,"May  9, 2019",32000,May,2019,May  9
762,I forced to paid bribe for building approval,Aadhaar Card Process,Kanchipuram,Tamil Nadu,"May  9, 2019",15000,May,2019,May  9
763,Redcat Shockwave Supercharger & Parts at RBinnovations.com,Others,Balaghat,Madhya Pradesh,"May  8, 2019",2200,May,2019,May  8
764,Registration bribe,Property Registration,Bangalore,Karnataka,"May  8, 2019",200,May,2019,May  8
765,UTTAR PRADESH KISAN SARVHIT BIMA YOJNA,Health Insurance,Etawah,Uttar Pradesh,"May  7, 2019",100000,May,2019,May  7
766,Bribe on every visit at agriculture department,Government Personnel,Yamunanagar,Haryana,"May  7, 2019",20000,May,2019,May  7
767,Mid Length AR15 Handguard Two Piece Quad Rail,Others,Adari,Uttar Pradesh,"May  7, 2019",5500,May,2019,May  7
768,I was forced to give bribe,Certificates,Bangalore,Karnataka,"May  7, 2019",1000,May,2019,May  7
769,Handcrafted or Handmade Drinking Glasses (Medium) at Hardworkingproducts.com,Others,Adityapur,Jharkhand,"May  7, 2019",5500,May,2019,May  7
770,RTO JHULJHULI FITNESS CENTRE,Vehicle Fitness,New Delhi,Delhi,"May  7, 2019",4000,May,2019,May  7
771,Adjustment Slider to Fit - Suspension Hoverkart For Sale UK,Others,Adityapur,Jharkhand,"May  7, 2019",9866,May,2019,May  7
772,Pago soborno prueba,Registrations and Licenses,Adari,Uttar Pradesh,"May  7, 2019",123,May,2019,May  7
773,Test report,Registrations and Licenses,Adityapur,Jharkhand,"May  6, 2019",100,May,2019,May  6
774,Post man taking bribe,Pension Processing,Chitradurga,Karnataka,"May  6, 2019",40,May,2019,May  6
775,For Teacher Job they have asked for Rs.400000/-,College Leaving Certificate,Bellary,Karnataka,"May  6, 2019",400000,May,2019,May  6
776,I have been asked to pay unreasonable amount of money âbribeâ in Aabkari Lucknow,Excise,Lucknow,Uttar Pradesh,"May  6, 2019",10000,May,2019,May  6
777,RTO corruption,Entry Tax,Bangalore,Karnataka,"May  4, 2019",3000,May,2019,May  4
778,Rs. 700 was asked to make a medical certificate,Health Services,Ranchi,Jharkhand,"May  4, 2019",700,May,2019,May  4
779,Aadhar card ke liye extra,Others,Deoria,Uttar Pradesh,"May  4, 2019",90,May,2019,May  4
780,Bribe for police verification,Certificates,Guntur,Andhra Pradesh,"May  2, 2019",1500,May,2019,May  2
781,Paid bribe at RTO Hardoi,Driving Licenses and Tests,Hardoi,Uttar Pradesh,"May  1, 2019",1500,May,2019,May  1
782,I paid 1000 rs in turns get only 162 rs reciept of indian govt.,Traveling without Ticket,Surat,Gujarat,"May  1, 2019",800,May,2019,May  1
783,Modified Cooling Clutch Plate for TR/OBR Sealed Billet Clutch Housing at RBinnovations.com,Others,Adilabad,Telangana,"May  1, 2019",2562,May,2019,May  1
784,Police officer pretending to arrest me,FIR and Complaints,Pune,Maharashtra,"April 30, 2019",10000,April,2019,April 30
785,Officer was not proceed the documents without giving bribe,Property Registration,Yavatmal,Maharashtra,"April 30, 2019",1500,April,2019,April 30
786,They put the land document  in pending  after regarding on 8 march2019,Property Registration,Chennai,Tamil Nadu,"April 30, 2019",60000,April,2019,April 30
787,AR-15 Combo Armorer's Wrench Tool -AR15 223 5.526 at AR15handguard.com,Others,Jaggaiahpet,Andhra Pradesh,"April 30, 2019",25899,April,2019,April 30
788,Handcrafted/Handmade Drinking Glasses at Hardworkingproducts.com,Others,Achhnera,Uttar Pradesh,"April 30, 2019",2505,April,2019,April 30
789,Hoverkarts UK â Best Hoverkarts For Sale UK â Smartboardsuk.com,Others,Adilabad,Telangana,"April 30, 2019",2205,April,2019,April 30
790,Intentionally  delaying  procedures  so that he can get money,Employee State Insurance,Bangalore,Karnataka,"April 30, 2019",500,April,2019,April 30
791,Police Harassment and Abuse and Bribe,"Traffic Fines, Penalties, Rules",Coimbatore,Tamil Nadu,"April 28, 2019",1500,April,2019,April 28
792,Police Harassment,FIR and Complaints,Coimbatore,Tamil Nadu,"April 28, 2019",1500,April,2019,April 28
793,Birth Certificate Address Correction,Health and Family,Noida,Uttar Pradesh,"April 25, 2019",220,April,2019,April 25
794,Corruption,Entry Tax,Bangalore,Karnataka,"April 24, 2019",500,April,2019,April 24
795,Buy Redcat Shockwave Superchargers & Upgrades at RBinnovations.com,Others,Adilabad,Telangana,"April 24, 2019",1200,April,2019,April 24
796,Charging Handle Latch Mil Spec T6 6061 Aircraft Aluminum AR15 223 5.56 at AR15handguard.com,Others,Adityapur,Jharkhand,"April 23, 2019",200,April,2019,April 23
797,Beautiful Hand Crafted Stemless Wine Glasses at Hardworkingproducts.com,Others,Achhnera,Uttar Pradesh,"April 23, 2019",2200,April,2019,April 23
798,Collected bribe in the name of fund,Driving Licenses and Tests,Vellore,Tamil Nadu,"April 23, 2019",100,April,2019,April 23
799,Hoverboard Segway/Swegway Replacement Parts UK â Smartboardsuk.com,Others,Adari,Uttar Pradesh,"April 23, 2019",2200,April,2019,April 23
800,Paid bribe of Rs.32000/- to register a sale deed,Property Registration,Bangalore,Karnataka,"April 22, 2019",42000,April,2019,April 22
801,Bribe for pan card dispatch,Post and Parcel,Muzaffarpur,Bihar,"April 22, 2019",300,April,2019,April 22
802,ASKING FOR MONEY WHILE PASSPORT VERIFICATION,Police Verification for Passport,Tuticorin,Tamil Nadu,"April 21, 2019",300,April,2019,April 21
803,Bribe for issue of Domicile Certificate,Domicile and Residence,Bangalore,Karnataka,"April 20, 2019",1000,April,2019,April 20
804,I paid to get complaint letter signed for lost marks card,Lodging Police Complaint,Tumkur,Karnataka,"April 19, 2019",140,April,2019,April 19
805,Paid Rs.1000 to agent for Driving License Extract,Services,Chennai,Tamil Nadu,"April 19, 2019",1000,April,2019,April 19
806,"New 6.5"" Plastic Toolbox Style Hoverboard Carry Case UK â Smartboardsuk.com",Others,Adari,Uttar Pradesh,"April 18, 2019",2200,April,2019,April 18
807,Powermatic 3 or Powermatic III Cigarette Machine For Sale,Others,Achhnera,Uttar Pradesh,"April 18, 2019",2200,April,2019,April 18
808,AR15 Rear Charging Stripped M4 Flat Top Upper Receiver (U.S MADE) at AR15handguard.com,Others,Abhayapuri,Assam,"April 16, 2019",2200,April,2019,April 16
809,Buy Best Nitrous Injection Tube at RBinnovations.com,Others,Adoni,Andhra Pradesh,"April 16, 2019",2500,April,2019,April 16
810,Bribe for court seal in order- 150 for one seal in paper,Services,Chennai,Tamil Nadu,"April 16, 2019",150,April,2019,April 16
811,Handcrafted Stemless Wine Glasses,Others,New Delhi,Delhi,"April 15, 2019",2200,April,2019,April 15
812,Jagnathpur police station at Ranchi Jharkhand is asking for bribe for passport police verification,Police Clearance Certificate,Ranchi,Jharkhand,"April 15, 2019",10000,April,2019,April 15
813,Officers take a lot of bribe,Services,Bathinda,Punjab,"April 12, 2019",100000,April,2019,April 12
814,"Royal Mint Coupon Code, Promo Code, Cash Back or Discount Code & Deals 2019",Others,Adari,Uttar Pradesh,"April 12, 2019",2500,April,2019,April 12
815,"Peggybuy Coupon Code, Promo Code, Cash Back or Discount Code & Deals 2019",Others,Agartala,Tripura,"April 12, 2019",2500,April,2019,April 12
816,Bribe for Property Registration,Property Registration,Harda,Madhya Pradesh,"April 12, 2019",14700,April,2019,April 12
817,RB Innovations,Others,Adari,Uttar Pradesh,"April 12, 2019",2200,April,2019,April 12
818,Bribe Complaint,Certificates,Bellary,Karnataka,"April 12, 2019",300000,April,2019,April 12
819,Informed wrong fine for transoarent  tinted window glasses,"Traffic Fines, Penalties, Rules",Thane,Maharashtra,"April 12, 2019",3000,April,2019,April 12
820,Person taking bribe,Certificates,Bellary,Karnataka,"April 12, 2019",300000,April,2019,April 12
821,Forcely taken money,Policies and Procedures,Kalyan,Maharashtra,"April 12, 2019",500,April,2019,April 12
822,I was asked for bribe,Building and Housing,Gurgaon,Haryana,"April 11, 2019",500000,April,2019,April 11
823,BRIBE PAID TO BBMP ENGINEER,Building and Housing,Bangalore,Karnataka,"April 11, 2019",25000,April,2019,April 11
824,Bribe for not doing my work,Number Plates and Vehicle Registration,Muktsar,Punjab,"April  9, 2019",1500,April,2019,April  9
825,Hand Blown Stemless Wine Glasses For Sale at Hardworkingproducts.com,Others,Adilabad,Telangana,"April  9, 2019",2200,April,2019,April  9
826,Supercharger Spare and Upgrade Parts,Loan Sanctioning,Adari,Uttar Pradesh,"April  9, 2019",2222,April,2019,April  9
827,Brife for  passing the bill,Others,Peravurani,Tamil Nadu,"April  8, 2019",1000,April,2019,April  8
828,"AR15 10"" Ultra-Light Super Slim MLok Handguard Free Float Raw Handguard",Others,New Delhi,Delhi,"April  8, 2019",22000,April,2019,April  8
829,Hoverboard Segway/Swegway Repair Services UK at Smartboardsuk.com,Others,Achhnera,Uttar Pradesh,"April  8, 2019",2600,April,2019,April  8
830,Bribe expected at Subramanya Nagar Police station,Issue and Renewal of Passport,Bangalore,Karnataka,"April  7, 2019",1000,April,2019,April  7
831,Bribe expected for getting background verification done during passport renewal.,Issue and Renewal of Passport,Bangalore,Karnataka,"April  7, 2019",1000,April,2019,April  7
832,Bribe for Gift deed,Property Registration,Gulbarga,Karnataka,"April  7, 2019",15000,April,2019,April  7
833,Bribe for Passport verification,,Gulbarga,Karnataka,"April  7, 2019",600,April,2019,April  7
834,AEE/JEE Taken Rs 5000 for burnt Transformer Replacemet,Transformers,Bokaro,Jharkhand,"April  6, 2019",5000,April,2019,April  6
835,Paid Rs 9000 to LEO DK Mishra,Policies and Procedures,Bokaro,Jharkhand,"April  6, 2019",9000,April,2019,April  6
836,SANJAY MURLIDHAR JOSHI JE nasik,Traveling without Ticket,Nashik,Maharashtra,"April  6, 2019",20000,April,2019,April  6
837,"Passport verification, additional documents or bribe",Verification and Certificates,Pune,Maharashtra,"April  6, 2019",1000,April,2019,April  6
838,Bribe for E-Swathu (Electronic khata) at Kolar CMC,Khata,Kolar,Karnataka,"April  4, 2019",57000,April,2019,April  4
839,DGFT RC ISSUANCE BRIBE INR 1500 PER RC.,Importer Exporter Code,Kolkata,West Bengal,"April  4, 2019",1500,April,2019,April  4
840,AR15handguard,Others,Adilabad,Telangana,"April  4, 2019",2200,April,2019,April  4
841,Police verification officials charging money,Policies and Procedures,Thiruvallur,Tamil Nadu,"April  4, 2019",500,April,2019,April  4
842,"JCPenney Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,Achhnera,Uttar Pradesh,"April  3, 2019",250000,April,2019,April  3
843,"Mobile Advance Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,New Delhi,Delhi,"April  3, 2019",25000,April,2019,April  3
844,Moisture Meter For Tobacco or Wood at Hardworkingproducts.com,Others,Abohar,Punjab,"April  3, 2019",2200,April,2019,April  3
845,Paid for not showing pollution certificate for two wheeler,"Traffic Fines, Penalties, Rules",Raipur,Chhattisgarh,"April  3, 2019",100,April,2019,April  3
846,HPI Hellfire Supercharger at RBinnovations.com,Others,New Delhi,Delhi,"April  3, 2019",2896,April,2019,April  3
847,I was carrying one baby pegion with me,Transport of Luggage and Goods,Ludhiana,Punjab,"April  2, 2019",400,April,2019,April  2
848,Paid bride in sub-registrar office brigade road to get GPA done,Certificates,Bangalore,Karnataka,"April  1, 2019",500,April,2019,April  1
849,"One Travel Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,Abohar,Punjab,"April  1, 2019",1500,April,2019,April  1
850,"The SSL Store Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,Achhnera,Uttar Pradesh,"April  1, 2019",2230,April,2019,April  1
851,"Microsoft Bing Ads Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,New Delhi,Delhi,"April  1, 2019",25000,April,2019,April  1
852,AR15 Forward Assist Assembly Kit & Ejection Dust Port Door,Others,Belgaum,Karnataka,"April  1, 2019",25000,April,2019,April  1
853,Dscsdcvfdfd,Loan Sanctioning,Abhayapuri,Assam,"April  1, 2019",23424,April,2019,April  1
854,Hoverboard Segway Swegway Replacement Parts UK at Smartboardsuk.com,Others,New Delhi,Delhi,"April  1, 2019",200,April,2019,April  1
855,Bribe paid for police verification,Certificates,Vadodara,Gujarat,"March 31, 2019",200,March,2019,March 31
856,KPWD office KR circle- Manjunath,Policies and Procedures,Bangalore,Karnataka,"March 30, 2019",50000,March,2019,March 30
857,Jawahar navodaya vidyalay me ghoos lekar paper leak,Others,Gonda,Uttar Pradesh,"March 30, 2019",10000,March,2019,March 30
858,Paid for completing the process.,Pension Processing,Kashipur,Uttarakhand,"March 30, 2019",1000,March,2019,March 30
859,He asked me bribe  but I refused to pay which amount he asks,Professional Tax,Hyderabad,Telangana,"March 30, 2019",3000,March,2019,March 30
860,Taking bribe to repair the electricity line by the linemen with the support of senier officer,Services,Faridabad,Haryana,"March 29, 2019",500,March,2019,March 29
861,For delivering passport every time they demand money,Money Order,Amritsar,Punjab,"March 28, 2019",50,March,2019,March 28
862,"Shopify Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,New Delhi,Delhi,"March 28, 2019",3000,March,2019,March 28
863,"Semrush Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,New Delhi,Delhi,"March 28, 2019",200,March,2019,March 28
864,Bribe for finding stolen jewels,FIR and Complaints,Nagapattinam,Tamil Nadu,"March 28, 2019",2500,March,2019,March 28
865,Buy High Standard AR15 Detachable Carry Handle at AR15handguard.com,Others,New Delhi,Delhi,"March 28, 2019",2596,March,2019,March 28
866,Bribe for finding stolen jewels,FIR and Complaints,Nagapattinam,Tamil Nadu,"March 28, 2019",2500,March,2019,March 28
867,Bribe for DTCP Approval,Registrations and Licenses,Coimbatore,Tamil Nadu,"March 28, 2019",1000,March,2019,March 28
868,Bribe for LPC,Certificates,Gaya,Bihar,"March 28, 2019",100,March,2019,March 28
869,Bribe for LIU verification,Policies and Procedures,Modinagar,Uttar Pradesh,"March 27, 2019",500,March,2019,March 27
870,Koramangala Police took Bribe,FIR and Complaints,Bangalore,Karnataka,"March 27, 2019",2000,March,2019,March 27
871,"Boldcommerce Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,Adari,Uttar Pradesh,"March 27, 2019",2596,March,2019,March 27
872,"Bluehost Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,New Delhi,Delhi,"March 27, 2019",2500,March,2019,March 27
873,"Amazon Coupon Code, Promo Code, Discount Code, Cashback and Deals 2019",Others,New Delhi,Delhi,"March 27, 2019",2000,March,2019,March 27
874,Shri RK DEVKAR AND N.B RAJPUT,Property Registration,Mumbai,Maharashtra,"March 27, 2019",5000,March,2019,March 27
875,I was asked to pay for Fire NOC for a Marriage Hall,,Thoothukudi,Tamil Nadu,"March 27, 2019",20000,March,2019,March 27
876,Corrupt branch manager,Loans,Bangalore,Karnataka,"March 26, 2019",50000,March,2019,March 26
877,Paid Bribe and very disappointed,Entry Tax,Pune,Maharashtra,"March 26, 2019",100,March,2019,March 26
878,Female cop bhoir taken bribe of 800 from me,"Traffic Fines, Penalties, Rules",Ulhasnagar,Maharashtra,"March 26, 2019",800,March,2019,March 26
879,I was asked for a bribe to register my property.,Property Registration,Bangalore,Karnataka,"March 26, 2019",3000,March,2019,March 26
880,Mini RootGuard Heavy Duty Gopher Wire Baskets â Hardworkingproducts.com,Certificates,Adari,Uttar Pradesh,"March 26, 2019",39000,March,2019,March 26
881,"HPI RS4-3, Firestorm Super Nitro RS4 Supercharger at RBinnovations.com",Customs Check and Clearance,Achhnera,Uttar Pradesh,"March 26, 2019",2900,March,2019,March 26
882,Overspending challan,FIR and Complaints,Sonipat,Haryana,"March 25, 2019",1000,March,2019,March 25
883,Demand of a bribe by a police constable,Autorickshaws,Ghazipur,Uttar Pradesh,"March 25, 2019",5000,March,2019,March 25
884,"Refurbished 6.5â³ Blue Swirl Design Hoverboard, Bag & Bluetooth Deal UK",Business Visa,Abohar,Punjab,"March 25, 2019",2200,March,2019,March 25
